SKU,Description,Price,UOM,Family,Product,Type,Item,Dielectric,Noise Reduction Rating NRR,Radio Band Type,Ear Muff Style,Ear Muff Cup Color,Series,Features,Standards,For Use With,Disposable/ Reusable,Insertion Method,Metal Detectable,Ear Plug Color,Ear Plug Material,Ear Plug Shape,Ear Plug Size,Cord Options,Band Color - Hearing Protection,Cord Color,Cord Material - Hearing Protection,Pairs Per Package,Ear Plug Packaging,Ear Plug Pair Pack Type,Band Material - Hearing Protection,Material - Ear Plug Dispensers,Height - Ear Plug Dispensers,Width - Ear Plug Dispensers,Depth - Ear Plug Dispensers,Mounting Style - Ear Plug Dispensers,Dispenser Lid Style,Includes,Capacity - Pairs of Ear Plugs,Green Environmental Attribute,Ear Muff Cushion Material,Ear Muff Type,Compatible Earmuff,Compatible Mfg. Model Number,Replacement Pad Grainger Part Number,Weight,Mounting Hole Center to Center,Number of Mounting Holes,Battery Type,Auxiliary Input,Compatible Dispensing System,Compatible Grainger Part Number,Compatible Banded Earplug,Headset Style,In Ear / On Ear / Over Ear LOV,One Ear / Two Ear,Volume Control,Push To Talk,Noise Canceling,Color,Batteries Included,Battery Size,Number of Batteries,Wired Connection Type,Connection Type - Head Protection,Cable Style,Frequency Range,System Requirements,Green Certification or Other Recognition,Ear Muff Cup Material
21DE16,"Ear Muffs, Over-the-Head, NRR 28dB",$28.40 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,28dB,,Over-the-Head,"Black, Red",X Series,,NRRb 28 dB. CSA Class AL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE17,"Over-the-Head Ear Muffs,  27dB Noise Reduction Rating NRR,  Dielectric Yes,  Black, Chartreuse",$37.49 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,27dB,,Over-the-Head,"Black, Chartreuse",X Series,,NRRb 27 dB. CSA Class AL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE18,"Over-the-Head Ear Muffs,  31dB Noise Reduction Rating NRR,  Dielectric Yes,  Black",$41.86 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,31dB,,Over-the-Head,Black,X Series,,NRRb 31 dB. CSA Class AL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE19,"Ear Muffs, Hard Hat Mounted, NRR 21dB",$21.05 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Hard Hat Mounted,"Black, Green",X Series,"Universal Mounting Attachment, Stainless Steel Band, Earcup Pivot Points",NRRa 21 dB. CSA Class B.,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE20,"Hard Hat Mounted Ear Muffs,  24dB Noise Reduction Rating NRR,  Dielectric No,  Black, Yellow",$22.46 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,24dB,,Hard Hat Mounted,"Black, Yellow",X Series,"Universal Mounting Attachment, Stainless Steel Band, Earcup Pivot Points",NRRa 24 dB. CSA Class A.,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE21,"Hard Hat Mounted Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric No,  Black, Red",$8.97 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Hard Hat Mounted,"Black, Red",X Series,"Universal Mounting Attachment, Stainless Steel Band, Earcup Pivot Points",NRRa 25 dB. CSA Class AL.,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE23,"Hard Hat Mounted Ear Muffs,  31dB Noise Reduction Rating NRR,  Dielectric No,  Black",$45.69 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,31dB,,Hard Hat Mounted,Black,X Series,"Universal Mounting Attachment, Stainless Steel Band, Earcup Pivot Points",NRRa 31 dB. CSA Class AL.,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE24,"Ear Muff Hygiene Kit,  For Use With X1A and X1P3E Peltor Earmuffs X Series",$15.96 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,CE Approved,X1A and X1P3E Peltor Earmuffs X Series,,,,,,,,,,,,,,,,,,,,,,Replaceable Ear Cushions and Foam Liners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE25,"Ear Muff Hygiene Kit,  For Use With X2A and X2P3E Peltor Earmuffs X Series",$16.40 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,CE Approved,X2A and X2P3E Peltor Earmuffs X Series,,,,,,,,,,,,,,,,,,,,,,Replaceable Ear Cushions and Foam Liners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE26,"Ear Muff Hygiene Kit,  For Use With X3A and X3P3E Peltor Earmuffs X Series",$17.48 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,CE Approved,X3A and X3P3E Peltor Earmuffs X Series,,,,,,,,,,,,,,,,,,,,,,Replaceable Ear Cushions and Foam Liners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21DE28,"Ear Muff Hygiene Kit,  For Use With X5A and X5P3E Peltor Earmuffs X Series",$19.45 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muff Hygiene Kit,,,,,,,,CE Approved,X5A and X5P3E Peltor Earmuffs X Series,,,,,,,,,,,,,,,,,,,,,,Replaceable Ear Cushions and Foam Liners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21EP23,"Ear Plugs, Corded, Flanged, 27dB, PK50",$75.75 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,27dB,,,,Glide,,OSHA,,Reusable,Push-In,No,Green,Vinyl,Flanged,M,Corded,Green,Green,Plastic,50,Bulk Box,Plastic Bag,Plastic,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21EP24,"Pod Ear Plugs,  30dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Green,  PK 100",$52.55 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,Glide,,OSHA,,Disposable,Push-In,No,Green,Soft Foam,Pod,Universal,Uncorded,,,,100,"Bulk Bag, Unwrapped",Plastic Bag,,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21EP25,"Pod Ear Plugs,  30dB Noise Reduction Rating NRR,  Corded,  Universal,  Green,  PK 100",$80.85 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,Glide,,OSHA,,Disposable,Push-In,No,Green,Soft Foam,Pod,Universal,Corded,Green,Green,Plastic,100,"Bulk Bag, Unwrapped",Plastic Bag,Plastic,,,,,,,,,Does Not Contain PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED78,"Flanged Ear Plugs,  25dB Noise Reduction Rating NRR,  Corded,  Universal,  Yellow, Red,  PK 50",$74.31 ,/ pkg. of 50,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,Condor,,ANSI S3.19-1974,,Reusable,Push-In,No,"Red, Yellow",Rubber Vinyl,Flanged,Universal,Corded,Red,Red,PVC,50,Carrying Case,Plastic Case,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED79,"Bullet Ear Plugs,  32dB Noise Reduction Rating NRR,  Corded,  Universal,  Blue,  PK 100",$39.20 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Ear Plugs,,32dB,,,,Condor,,ANSI S3.19-1974,,Disposable,Roll-Down,Yes,Blue,Soft Foam,Bullet,Universal,Corded,Blue,Blue,PVC,100,"Bulk Box, Wrapped Pairs",Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED80,"Bullet Ear Plugs,  32dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Orange,  PK 200",$30.82 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Condor,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Orange,Soft Foam,Bullet,Universal,Uncorded,,,,200,"Bulk Bag, Wrapped Pairs",Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED81,"Bullet Ear Plugs,  32dB Noise Reduction Rating NRR,  Corded,  Universal,  Orange,  PK 100",$26.13 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Condor,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Orange,Soft Foam,Bullet,Universal,Corded,Red,Red,PVC,100,"Bulk Box, Wrapped Pairs",Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED82,"Bell Ear Plugs,  32dB Noise Reduction Rating NRR,  Corded,  Universal,  Orange,  PK 100",$27.30 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Condor,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Orange,Soft Foam,Bell,Universal,Corded,Red,Red,PVC,100,"Bulk Box, Wrapped Pairs",Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22ED83,"Bell Ear Plugs,  32dB Noise Reduction Rating NRR,  Uncorded,  Universal,  Orange,  PK 200",$33.09 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,32dB,,,,Condor,,ANSI S3.19-1974,,Disposable,Roll-Down,No,Orange,Soft Foam,Bell,Universal,Uncorded,,,,200,"Bulk Box, Wrapped Pairs",Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22EY59,"Hard Hat Mounted, Full Brim only Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric Yes,  Gray",$54.00 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,"Hard Hat Mounted, Full Brim only",Gray,Sound Control,"Spring Design, Offers Low Pressure and High Level of Comfort, 3 Wearing Positions","ANSI S3.19-1974, CSA Class A",Hard Hats,,,,,,,,,Black,,,,,,Polymer,,,,,,,,,,Vinyl,Rigid,Sound Control SH Hygiene Kit,10003360,,0.7 lb.,,,,,,,,,,,,,,,,,,,,,,,,
22PN99,"Ear Plugs, Uncorded, Cylinder, 30dB, PK200",$30.54 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,FirmFit(TM),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Cylinder,M,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PP01,"Ear Plugs, Corded, Cylinder, 30dB, PK100",$39.10 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,FirmFit(TM),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Cylinder,M,Corded,Turquoise,Turquoise,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PP02,"Bullet Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  M,  Orange,  PK 200",$29.79 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,Condor,,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Bullet,M,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22PP03,"Bullet Ear Plugs,  29dB Noise Reduction Rating NRR,  Corded,  M,  Orange,  PK 100",$24.12 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,29dB,,,,Condor,,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Bullet,M,Corded,Orange,Orange,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23TR33,"Ear Muffs, Over-the-Head, 25dB",$15.53 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,25dB,,Over-the-Head,Pink,Sound Star,4-Point Pressure Distribution Combined With Soft-Seal(TM) Ear Cushions,ANSI S3.19-1974,,,,,,,,,,Black,,,,,,Stainless Steel,,,,,,,,,,PVC,Foldable,,101-29001,3NHJ4,7.7 oz.,,,,,,,,,,,,,,,,,,,,,,,,
23X920,"Pod Ear Plugs,  28dB Noise Reduction Rating NRR,  Corded,  Universal,  Yellow,  PK 200",$172.90 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs-metal-detectable"">Ear",Ear Plugs,,28dB,,,,E-A-R(TM) Push-Ins(TM),,ANSI S3.19-1974,,Reusable,Push-In,Yes,Yellow,Soft Foam,Pod,Universal,Corded,Blue,Blue,Vinyl,200,"Bulk Box, Wrapped Pairs",Plastic Bag,Vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23X921,"Ear Muffs, Hard Hat Mounted, NRR 25dB",$81.59 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Ear Muffs,No,25dB,,Hard Hat Mounted,Black,"Listen Only, Specialty","Earcup Button for Listening Mode, Listen Through Capability, Auto-Switches to Full Protection After 30 Seconds or When Button Pressed Again, Earcups with Liquid- and Foam-Filled Comfort Cushions for Long Wear and Optimum Seal",UL,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23X922,"Ear Muffs, Hard Hat Mounted, NRR 21dB",$18.66 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Hard Hat Mounted,Beige,Optime,"Univeral Mounting Attachment Fits Most Hard Hats, Earcup Pivot Points Tilt for Optimum Comfort and Efficiency, Ultra Light with Liquid/Foam Filled Earmuff Cushions, Color Coding for Compliance Sighting",,Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23X923,"Flanged Replacement Earpiece Ear Plugs,  20dB Noise Reduction Rating NRR,  Uncorded,  M,  Gray",$60.29 ,/ pkg. of 25,safety,hearing-protection,"headsets-for-communication"">Headsets",Replacement Earpiece Ear Plugs,,20dB,,,,UltraFit,,Tested to ANSI S3.19-1974,,Disposable,Push-In,No,Gray,SEBS,Flanged,M,Uncorded,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23X925,"Cylinder Replacement Earpiece Ear Plugs,  31dB Noise Reduction Rating NRR,  Uncorded,  M,  Yellow",$102.64 ,/ pkg. of 50,safety,hearing-protection,"headsets-for-communication"">Headsets",Replacement Earpiece Ear Plugs,,31dB,,,,PELTOR Classics,,Tested to ANSI S3.19-1974,,Disposable,Roll-Down,No,Yellow,Foam,Cylinder,M,Uncorded,,,,50,,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23X933,"Bullet Replacement Earpiece Ear Plugs,  29dB Noise Reduction Rating NRR,  Uncorded,  M,  Tan,  PK 10",$29.80 ,/ pkg. of 10,safety,hearing-protection,"headsets-for-communication"">Headsets",Replacement Earpiece Ear Plugs,,29dB,,,,Skull Screws(TM),,Tested to ANSI S3.19-1974,,Disposable,Push-In,No,Tan,,Bullet,M,Uncorded,,,,10,,Plastic Bag,,,,,,,,10 pairs of replacement plugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23Z422,Ear Plug Dispenser,$41.40 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Ear Plugs,Reusable,,,,,,,,,,,,,,,Acrylic,"5-7/8""","9""","6""","Table Top, Wall",Hinged Lid,Sponge,100 Pairs,,,,,,,,"5-29/32""",2,,,,,,,,,,,,,,,,,,,,,,
23Z423,Ear Plug Dispenser,$86.64 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Ear Plugs,Reusable,,,,,,,,,,,,,,,Acrylic,"13-1/4""","11-7/8""","8""","Table Top, Wall",Open,Sheet Plastic,200 Pairs,,,,,,,,"10-19/32""",2,,,,,,,,,,,,,,,,,,,,,,
23Z424,Ear Plug Dispenser,$59.04 ,/ each,safety,hearing-protection,"earplug-dispensers-and-refills"">Earplug",Ear Plug Dispenser,,,,,,,,,Ear Plugs,Reusable,,,,,,,,,,,,,,,Acrylic,"10-7/8""","10-3/8""","10-1/8""","Table Top, Wall",Open,,200 Pairs,,,,,,,,"8""",2,,,,,,,,,,,,,,,,,,,,,,
24C174,"Bell Ear Plugs,  30dB Noise Reduction Rating NRR,  Uncorded,  S,  Orange,  PK 200",$43.98 ,/ pkg. of 200,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,Max(R),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Bell,S,Uncorded,,,,200,Bulk Box,Plastic Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24C175,"Bell Ear Plugs,  30dB Noise Reduction Rating NRR,  Corded,  S,  Orange,  PK 100",$35.61 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,30dB,,,,Max(R),,ANSI S3.19-1974 Tested,,Disposable,Roll-Down,No,Orange,Foam,Bell,S,Corded,Blue,Blue,PVC,100,Bulk Box,Plastic Bag,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24C176,"Ear Plugs, Corded, Flanged, 25dB, PK100",$169.86 ,/ pkg. of 100,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,25dB,,,,SmartFit(R),,ANSI S3.19-1974 Tested,,Reusable,Push-In,No,Orange,Vinyl,Flanged,M,Corded,White,White,Cotton,100,Bulk Box,Paper Bag,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24J985,"Microphone,  For Use With Smart Ear Muffs",$64.68 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Microphone,,,,,,,,"CSA CLASS I, Division 1, Group C,D, T3C, Zone 1, ATEX, IECEx",Smart Ear Muffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24J992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K018,"Folding Electronic Ear Muffs,  22dB Noise Reduction Rating NRR,  Dielectric No,  Green",$70.15 ,/ each,safety,hearing-protection,"headsets-for-communication"">Headsets",Electronic Ear Muffs,No,22dB,,Folding,Green,Impact(R) Sport,"Amplifies Ambient Sound to Safe 82 dB, Response Technology Reverts to Passive Hearing Protector when Noise Reaches 82 dB",ANSI S3.19-1974,,,,,,,,,,,,,,,,,,,,,,,"(2) AA Batteries, 3.5mm Cable",,,,Foldable,,,,,,,(2) AAA,3.5mm Jack,,,,,,,,,,,,,,,,,,,,
24K383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K391,"Ear Plugs, Corded, Flanged, 26dB, PR",$6.84 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,26dB,,,,EP5 Sonic Defenders(R) Max,,ANSI - NRR Tests Results,,Reusable,Push-In,No,Black,Vinyl,Flanged,M,Corded,Black,Black,Polymer,1,Vending Pack,Plastic Case,Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K392,"Ear Plugs, Corded, Flanged, 26dB, PR",$6.84 ,/ pair,safety,hearing-protection,"ear-plugs"">Ear",Ear Plugs,,26dB,,,,EP5 Sonic Defenders(R) Max,,ANSI - NRR Tests Results,,Reusable,Push-In,No,Black,Vinyl,Flanged,L,Corded,Black,Black,Polymer,1,Vending Pack,Plastic Case,Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24K394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25D201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25D202,"Natural Sound Ear Plugs, Corded, 12dB",$5.18 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Natural Sound Ear Plugs,,12dB,,,,ER20-SFT,,CE Marked,,Reusable,,No,Clear,Soft Plastic,Flanged,M,Corded,Black,Black,Plastic,1,"Clamshell, Blister Pack",,Plastic,,,,,,,"Includes 1 pair Standard Fit earplugs, carrying case, neck cord, keychain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25D203,"Natural Sound Ear Plugs, Corded, 12dB",$3.99 ,/ each,safety,hearing-protection,"ear-plugs"">Ear",Natural Sound Ear Plugs,,12dB,,,,ER20-SFT,,CE Marked,,Reusable,,No,Clear,Soft Plastic,Flanged,M,Corded,Black,Black,Plastic,2,"Clamshell, Blister Pack",,Plastic,,,,,,,"Includes 1 pair each Standard and Large Fit, carrying cases, neck cords, and keychains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26X622,"Over-the-Head Ear Muffs,  25dB Noise Reduction Rating NRR,  Dielectric Yes,  Yellow",$30.02 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,25dB,,Over-the-Head,Yellow,Condor,Head Foam,ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Foldable,,,,0.5 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X623,"Multi-Position Ear Muffs,  21dB Noise Reduction Rating NRR,  Dielectric Yes,  Red",$6.67 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,21dB,,Multi-Position,Red,Condor,Headband For Positioning,ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Rigid,,,,0.4 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X624,"Ear Muffs, Over-the-Head, Dielectric, 21dB",$4.62 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,21dB,,Over-the-Head,"Black, Red",Condor,"Head Foam, Headband For Positioning",ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Rigid,,,,0.4 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X625,"Over-the-Head Ear Muffs,  24dB Noise Reduction Rating NRR,  Dielectric No,  Red",$21.04 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,24dB,,Over-the-Head,Red,Condor,"Dual-Color Ear Cup; Steel Wire Construction, With Head Foam",ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Foldable,,,,0.4 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X626,"Over-the-Head Ear Muffs,  21dB Noise Reduction Rating NRR,  Dielectric No,  Red",$16.05 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,21dB,,Over-the-Head,Red,Condor,"Steel Wire Construction, With Head Foam, Foldable",ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Foldable,,,,0.4 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X627,"Over-the-Head Ear Muffs,  26dB Noise Reduction Rating NRR,  Dielectric No,  Yellow",$20.68 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,26dB,,Over-the-Head,Yellow,Condor,"Steel Wire Construction, With Head Foam, Foldable",ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Foldable,,,,0.6 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X628,"Ear Muffs, Over-the-Head, Dielectric, 19dB",$4.17 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,Yes,19dB,,Over-the-Head,Yellow,Condor,"Head Foam, Headband For Positioning",ANSI S12.42 (S3.19),,,,,,,,,,Black,,,,,,Polyoxymethylene,,,,,,,,,,PVC,Rigid,,,,0.4 lb.,,,,,,,,,,,,,,,,,,,,,,,,
26X629,"Hard Hat Mounted Ear Muffs,  18dB Noise Reduction Rating NRR,  Dielectric No,  Black, Red",$8.97 ,/ each,safety,hearing-protection,"earmuffs"">Earmuffs<",Ear Muffs,No,18dB,,Hard Hat Mounted,"Black, Red",Condor,Dual Color Ear Cups,ANSI S12.42 (S3.19),Hard Hats,,,,,,,,,,,,,,,,,,,,,,,,,PVC,Rigid,,,,0.5 lb.,,,,,,,,,,,,,,,,,,,,,,,,
